book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,cleaned_authors,cleaned_title,top_5_tags
511,6534,6534,1045067,129,0743477154,9780743477150,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,"Postmortem (Kay Scarpetta, #1)",eng,4.01,167379,173045,2261,2760,6662,37396,66098,60129,https://images.gr-assets.com/books/1341835831m/6534.jpg,https://images.gr-assets.com/books/1341835831s/6534.jpg,patricia cornwell,postmortem kay scarpetta 1,"to-read, mystery, crime, fiction, patricia-cornwell"
512,23919,23919,30431,34,0385074077,9780385074070,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,The Complete Stories and Poems,en-US,4.37,160063,160326,1055,1247,2923,19028,49902,87226,https://images.gr-assets.com/books/1327942676m/23919.jpg,https://images.gr-assets.com/books/1327942676s/23919.jpg,edgar allan poe,the complete stories and poems,"to-read, currently-reading, classics, poetry, favorites"
513,561909,561909,878114,83,0553256696,9780553256700,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,171384,178722,7801,2958,3872,17731,44665,109496,https://images.gr-assets.com/books/1320418824m/561909.jpg,https://images.gr-assets.com/books/1320418824s/561909.jpg,corrie ten boom john sherrill elizabeth sherrill,the hiding place the triumphant true story of corrie ten boom,"to-read, non-fiction, favorites, currently-reading, biography"
514,3590,3590,1222101,1235,0192835084,9780192835090,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,eng,4.29,139816,184991,4922,864,3047,24897,68111,88072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,arthur conan doyle,the adventures of sherlock holmes,"to-read, classics, mystery, fiction, favorites"
515,16735,16735,1312477,80,0553381547,9780553381540,Pat Conroy,1986,The Prince of Tides,The Prince of Tides,eng,4.22,159596,165367,3454,2169,5408,24359,55122,78309,https://images.gr-assets.com/books/1320541074m/16735.jpg,https://images.gr-assets.com/books/1320541074s/16735.jpg,pat conroy,the prince of tides,"to-read, currently-reading, favorites, southern, contemporary"
516,3985,3985,2693329,80,0312282990,9780312283000,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717,156603,9326,2958,7191,22236,52498,71720,https://images.gr-assets.com/books/1479660066m/3985.jpg,https://images.gr-assets.com/books/1479660066s/3985.jpg,michael chabon,the amazing adventures of kavalier  clay,"to-read, currently-reading, fiction, favorites, historical-fiction"
518,34268,34268,1358908,1416,0805072454,9780805072460,"J.M. Barrie, Michael Hague",1904,Peter Pan,Peter Pan,en-US,4.1,169306,196359,7464,2488,8076,38675,65507,81613,https://images.gr-assets.com/books/1337714526m/34268.jpg,https://images.gr-assets.com/books/1337714526s/34268.jpg,jm barrie michael hague,peter pan,"currently-reading, classics, fantasy, favorites, fiction"
519,24768,24768,1568076,78,0689865392,9780689865400,Scott Westerfeld,2005,Pretties,"Pretties (Uglies, #2)",eng,3.85,193405,203755,9390,3808,13664,52192,72804,61287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,scott westerfeld,pretties uglies 2,"to-read, young-adult, dystopian, dystopia, ya"
520,11275,11275,2531376,125,0965341984,9780965341980,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],The Wind-Up Bird Chronicle,eng,4.17,133408,159705,10724,2022,6154,23828,57956,69745,https://images.gr-assets.com/books/1327872639m/11275.jpg,https://images.gr-assets.com/books/1327872639s/11275.jpg,haruki murakami jay rubin,the windup bird chronicle,"to-read, currently-reading, fiction, favorites, japan"
521,79885,79885,1427801,123,0739465511,9780739465520,Michael Connelly,2005,The Lincoln Lawyer ,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,149438,160724,4757,1136,3767,27768,67204,60849,https://images.gr-assets.com/books/1370140049m/79885.jpg,https://images.gr-assets.com/books/1370140049s/79885.jpg,michael connelly,the lincoln lawyer mickey haller 1 harry bosch universe 16,"to-read, mystery, fiction, crime, michael-connelly"
522,49628,49628,1871423,113,0375507256,9780375507250,David Mitchell,2004,Cloud Atlas,Cloud Atlas,eng,4.01,152441,172239,17001,5442,10645,28665,58983,68504,https://images.gr-assets.com/books/1406383769m/49628.jpg,https://images.gr-assets.com/books/1406383769s/49628.jpg,david mitchell,cloud atlas,"to-read, favorites, science-fiction, sci-fi, fiction"
523,133518,133518,1235619,56,0767902890,9780767902890,Tim O'Brien,1990,The Things They Carried,The Things They Carried,en-US,4.12,168678,181159,10666,2623,7845,30102,65204,75385,https://images.gr-assets.com/books/1424663847m/133518.jpg,https://images.gr-assets.com/books/1424663847s/133518.jpg,tim obrien,the things they carried,"to-read, school, currently-reading, books-i-own, owned"
525,9593911,9593911,14480923,76,006197806X,9780061978070,Lauren Oliver,2012,Pandemonium,"Pandemonium (Delirium, #2)",eng,4.07,181656,191644,13876,3024,8570,35845,69351,74854,https://images.gr-assets.com/books/1310371414m/9593911.jpg,https://images.gr-assets.com/books/1310371414s/9593911.jpg,lauren oliver,pandemonium delirium 2,"currently-reading, to-read, series, science-fiction, fantasy"
527,110494,110494,738775,97,1841493007,9781841493010,Charlaine Harris,2002,Living Dead in Dallas,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng,3.97,190565,209338,6388,1576,8771,50217,81598,67176,https://images.gr-assets.com/books/1329501808m/110494.jpg,https://images.gr-assets.com/books/1329501808s/110494.jpg,charlaine harris,living dead in dallas sookie stackhouse 2,"to-read, fantasy, vampires, paranormal, urban-fantasy"
528,34897,34897,791061,62,0765305119,9780765305110,Robert Jordan,1991,The Dragon Reborn ,"The Dragon Reborn (Wheel of Time, #3)",eng,4.23,153809,164783,2471,1667,4474,23895,59113,75634,https://images.gr-assets.com/books/1480096580m/34897.jpg,https://images.gr-assets.com/books/1480096580s/34897.jpg,robert jordan,the dragon reborn wheel of time 3,"to-read, fantasy, currently-reading, fiction, wheel-of-time"
529,7733,7733,2394716,1762,0141439491,9780141439500,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels,Gulliver's Travels,eng,3.55,168727,188299,3927,5995,19839,63680,61509,37276,https://images.gr-assets.com/books/1427829692m/7733.jpg,https://images.gr-assets.com/books/1427829692s/7733.jpg,jonathan swift robert demaria jr,gullivers travels,"to-read, classics, currently-reading, fiction, fantasy"
530,12957,12957,2080738,805,0743482751,9780743482750,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,Much Ado About Nothing,eng,4.06,175616,185702,2686,2305,7837,37688,66480,71392,https://images.gr-assets.com/books/1327885569m/12957.jpg,https://images.gr-assets.com/books/1327885569s/12957.jpg,william shakespeare barbara a mowat paul werstine gail kern paster robert          jackson,much ado about nothing,"to-read, classics, plays, favorites, shakespeare"
531,52357,52357,189503,601,0393320979,9780393320980,"Unknown, Seamus Heaney",975,Beowulf,Beowulf,en-US,3.42,155903,184187,5098,12256,25619,56758,51660,37894,https://images.gr-assets.com/books/1327878125m/52357.jpg,https://images.gr-assets.com/books/1327878125s/52357.jpg,unknown seamus heaney,beowulf,"to-read, classics, poetry, currently-reading, fiction"
533,24817626,24817626,44458285,102,0062409859,9780062409850,Harper Lee,2015,Go Set a Watchman,Go Set a Watchman,eng,3.31,138669,164828,24535,8284,26200,58810,48468,23066,https://images.gr-assets.com/books/1451442088m/24817626.jpg,https://images.gr-assets.com/books/1451442088s/24817626.jpg,harper lee,go set a watchman,"currently-reading, fiction, to-read, historical-fiction, book-club"
534,1044355,1044355,3255908,47,0316143472,9780316143480,David Sedaris,2008,When You Are Engulfed in Flames,When You Are Engulfed in Flames,en-US,4.04,150898,156976,9013,1847,5695,30933,63930,54571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,david sedaris,when you are engulfed in flames,"to-read, currently-reading, humor, non-fiction, memoir"
535,8490112,8490112,13355552,89,0316134023,9780316134030,Laini Taylor,2011,Daughter of Smoke & Bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng,4.04,198283,228815,23582,7073,12325,38879,76179,94359,https://images.gr-assets.com/books/1461353773m/8490112.jpg,https://images.gr-assets.com/books/1461353773s/8490112.jpg,laini taylor,daughter of smoke  bone daughter of smoke  bone 1,"to-read, fantasy, favorites, young-adult, currently-reading"
536,17878931,22328546,25037051,84,1409151174,9781409151170,Victoria Aveyard,2015,Red Queen,"Red Queen (Red Queen, #1)",eng,4.08,83354,289740,30249,7454,14867,48254,95303,123862,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg,victoria aveyard,red queen red queen 1,"to-read, fantasy, favorites, young-adult, ya"
538,386187,386187,300461,76,0679751521,9780679751530,John Berendt,1994,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,eng,3.9,167997,175681,6635,2332,9145,42827,70546,50831,https://images.gr-assets.com/books/1427166915m/386187.jpg,https://images.gr-assets.com/books/1427166915s/386187.jpg,john berendt,midnight in the garden of good and evil,"to-read, non-fiction, nonfiction, fiction, mystery"
539,15717943,15717943,21389085,53,1301949825,9781301949820,Colleen Hoover,2012,Hopeless,"Hopeless (Hopeless, #1)",eng,4.34,189938,207777,18984,3520,6597,23251,56888,117521,https://images.gr-assets.com/books/1353489892m/15717943.jpg,https://images.gr-assets.com/books/1353489892s/15717943.jpg,colleen hoover,hopeless hopeless 1,"to-read, favorites, currently-reading, romance, new-adult"
540,3008,3008,1313599,11,0142437018,9780142437020,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,A Little Princess,eng,4.2,199872,215833,5128,2653,6227,35428,73488,98037,https://images.gr-assets.com/books/1327868556m/3008.jpg,https://images.gr-assets.com/books/1327868556s/3008.jpg,frances hodgson burnett nancy bond,a little princess,"to-read, currently-reading, classics, favorites, fiction"
542,84119,84119,3294501,280,0439861365,9780439861370,C.S. Lewis,1954,The horse and his boy,"The Horse and His Boy (Chronicles of Narnia, #5)",eng,3.9,189671,209180,4913,2752,13751,54684,68114,69879,https://images.gr-assets.com/books/1388210968m/84119.jpg,https://images.gr-assets.com/books/1388210968s/84119.jpg,cs lewis,the horse and his boy chronicles of narnia 5,"fantasy, classics, fiction, favorites, young-adult"
543,6527740,6527740,13385418,63,1595143068,9781595143070,Richelle Mead,2010,Last Sacrifice ,"Last Sacrifice (Vampire Academy, #6)",eng,4.42,206792,217652,10312,2797,5330,21948,54440,133137,https://images.gr-assets.com/books/1319850978m/6527740.jpg,https://images.gr-assets.com/books/1319850978s/6527740.jpg,richelle mead,last sacrifice vampire academy 6,"favorites, young-adult, vampires, paranormal, books-i-own"
544,77767,77767,2884161,146,0064400026,9780064400020,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie,"Little House on the Prairie (Little House, #2)",eng,4.18,195424,200869,3220,3278,7217,33528,61997,94849,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,laura ingalls wilder garth williams,little house on the prairie little house 2,"to-read, classics, childrens, fiction, currently-reading"
545,144974,144974,1602074,383,0380002558,9780380002560,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,The Velveteen Rabbit,eng,4.29,173469,186686,2714,2438,5354,26752,52991,99151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,margery williams bianco william   nicholson,the velveteen rabbit,"childrens, classics, children, favorites, children-s"
546,629,629,175720,181,0060589469,9780060589460,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,139411,153992,6535,6589,14196,36227,49874,47106,https://images.gr-assets.com/books/1410136019m/629.jpg,https://images.gr-assets.com/books/1410136019s/629.jpg,robert m pirsig,zen and the art of motorcycle maintenance an inquiry into values,"to-read, currently-reading, philosophy, fiction, non-fiction"
547,8909,8909,3194841,1167,0375759239,9780375759240,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,The War of the Worlds,eng,3.8,159752,181437,4930,2843,11418,51466,69720,45990,https://images.gr-assets.com/books/1320391644m/8909.jpg,https://images.gr-assets.com/books/1320391644s/8909.jpg,hg wells arthur c clarke,the war of the worlds,"to-read, currently-reading, classics, science-fiction, sci-fi"
549,231850,231850,261903,58,0670241334,9780670241330,Don Freeman,1948,Corduroy,Corduroy,en-US,4.28,160860,162337,1902,1966,5326,25357,42664,87024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,don freeman,corduroy,"to-read, picture-books, childrens, children-s-books, children"
550,3109,3109,3287769,54,1594200823,9781594200820,Michael Pollan,2006,The Omnivore's Dilemma,The Omnivore's Dilemma: A Natural History of Four Meals,eng,4.17,133271,147664,11843,1566,4451,22055,58252,61340,https://images.gr-assets.com/books/1393804353m/3109.jpg,https://images.gr-assets.com/books/1393804353s/3109.jpg,michael pollan,the omnivores dilemma a natural history of four meals,"to-read, currently-reading, non-fiction, food, nonfiction"
551,15790842,15790842,21443207,95,0316176486,9780316176480,Kate Atkinson,2013,Life After Life,Life After Life,eng,3.74,138454,158661,20822,6855,13811,36514,57917,43564,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg,kate atkinson,life after life,"to-read, fiction, historical-fiction, currently-reading, kindle"
553,107291,107291,1812101,135,045057458X,9780450574580,Stephen King,1991,Needful Things,Needful Things,-,3.87,153821,161758,2448,2175,10254,42898,57042,49389,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg,stephen king,needful things,"to-read, fiction, currently-reading, owned, horror"
554,10987,10987,1131570,105,0385335997,9780385336000,Diana Gabaldon,1993,Voyager,"Voyager (Outlander, #3)",eng,4.38,157395,184208,8381,827,3030,21397,59170,99784,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg,diana gabaldon,voyager outlander 3,"historical-fiction, romance, fantasy, fiction, time-travel"
555,117251,117251,112914,3,0393315053,9780393315060,"Kenneth Branagh, William Shakespeare",1996,-,"Hamlet: Screenplay, Introduction And Film Diary",eng,4.12,156869,156873,194,1788,6304,30594,50942,67245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,kenneth branagh william shakespeare,hamlet screenplay introduction and film diary,"to-read, classics, favorites, classic, currently-reading"
556,10603,10603,996156,143,0307348245,9780307348240,Stephen King,1981,Cujo,Cujo,spa,3.65,158215,167044,2832,4096,16130,54393,52708,39717,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg,stephen king,cujo,"to-read, horror, stephen-king, fiction, currently-reading"
557,10956,10956,812415,102,0747560595,9780747560590,Jeffrey Eugenides,1993,The Virgin Suicides,The Virgin Suicides,eng,3.83,159249,179190,7547,3780,12486,44781,67480,50663,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg,jeffrey eugenides,the virgin suicides,"to-read, favorites, fiction, currently-reading, young-adult"
558,140077,140077,1808005,88,0441012183,9780441012180,Charlaine Harris,2004,Dead to the World,"Dead to the World (Sookie Stackhouse, #4)",eng,4.13,199572,210205,5327,1638,5933,39853,78663,84118,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg,charlaine harris,dead to the world sookie stackhouse 4,"to-read, fantasy, vampires, paranormal, urban-fantasy"
